,kanji,strokes,frequency,grade,jlpt,parts,radicals,on_readings,kun_readings,on_readings_compounds,kun_readings_compounds,main_meaning,wanikani_level,Number of Appearances on Twitter,Percentage of Appearances on Twitter,Rank of Appearances on Twitter,Number of Appearances on Wikipedia,Percentage of Appearances on Wikipedia,Rank of Appearances on Wikipedia,Number of Appearances on News,Percentage of Appearances on News,Rank of Appearances on News,Number of Appearances on Aozora,Percentage of Appearances on Aozora,Rank of Appearances on Aozora,Genki_Lesson
846,捨,11.0,1266.0,grade 6,N2,"{'个': 'http:////jisho.org/search/%E4%B8%AA%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '土': 'http:////jisho.org/search/%E5%9C%9F%20%23kanji', '扎': 'http:////jisho.org/search/%E6%89%8E%20%23kanji'}",{'手 (扌龵)': 'hand'},{'シャ': 'http:////jisho.org/search/%E6%8D%A8%20%E3%81%97%E3%82%83'},{'す.てる': 'http:////jisho.org/search/%E6%8D%A8%20%E3%81%99%E3%81%A6%E3%82%8B'},"['捨象  【シャショウ】  abstraction', ""捨身  【シャシン】  renouncing the flesh or the world, becoming a priest, risking one's life for others"", '取捨  【シュシャ】  adoption or rejection, selection, choice, option', '用捨  【ヨウシャ】  adoption or rejection, choice, separating the needed from the unneeded']","['捨てる  【すてる】  to throw away, to cast away, to dump, to discard, to abandon, to desert, to leave, to give up, to resign', '捨てる神あれば拾う神あり  【すてるかみあればひろうかみあり】  when one door is shut, another is open, the world is as kind as it is cruel']","['discard', 'throw away', 'abandon', 'resign', 'reject', 'sacrifice']",32.0,1772.0,0.00017711310830906358,905.0,40185.0,5.121949670416081e-05,1530.0,409.0,3.9637336781878556e-05,1512.0,13094.0,0.00025435453447855943,815.0,
847,赦,11.0,1868.0,junior high,N1,"{'土': 'http:////jisho.org/search/%E5%9C%9F%20%23kanji', '攵': 'http:////jisho.org/search/%E6%94%B5%20%23kanji', '赤': 'http:////jisho.org/search/%E8%B5%A4%20%23kanji', '乞': 'http:////jisho.org/search/%E4%B9%9E%20%23kanji'}","{'赤': 'red, naked'}",,{'シャ': 'http:////jisho.org/search/%E8%B5%A6%20%E3%81%97%E3%82%83'},"['赦免  【シャメン】  pardon, remission, amnesty', '赦書  【シャショ】  letter of pardon', '特赦  【トクシャ】  special pardon, (general) amnesty', '情け容赦  【ナサケヨウシャ】  mercy']",,"['pardon', 'forgiveness']",58.0,197.0,1.969033991923562e-05,1909.0,10380.0,1.3230269398760465e-05,2224.0,28.0,2.713558508294864e-06,2387.0,1668.0,3.240135661449802e-05,2263.0,
848,斜,11.0,1504.0,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '个': 'http:////jisho.org/search/%E4%B8%AA%20%23kanji', '斗': 'http:////jisho.org/search/%E6%96%97%20%23kanji', '禾': 'http:////jisho.org/search/%E7%A6%BE%20%23kanji'}",{'斗': 'dipper'},{'シャ': 'http:////jisho.org/search/%E6%96%9C%20%E3%81%97%E3%82%83'},"{'なな.め': 'http:////jisho.org/search/%E6%96%9C%20%E3%81%AA%E3%81%AA%E3%82%81', 'はす': 'http:////jisho.org/search/%E6%96%9C%20%E3%81%AF%E3%81%99'}","['斜  【ハス】  diagonal', '斜面  【シャメン】  slope, slanting surface, bevel', '急傾斜  【キュウケイシャ】  steep slope (incline)', '偏斜  【ヘンシャ】  declination, deviation']","['斜め  【ななめ】  slanting, tilted, sloping, diagonal, oblique, distorted (feeling), slanted (e.g. view of the world), bad (mood), amiss, awry', '斜め応力  【ななめおうりょく】  oblique stress', '斜  【はす】  diagonal', '斜交い  【はすかい】  aslant, oblique, diagonal, askew, cater-cornered, catty-cornered']","['diagonal', 'slanting', 'oblique']",48.0,301.0,3.008524018116712e-05,1717.0,43624.0,5.560282006276748e-05,1493.0,322.0,3.1205922845390936e-05,1610.0,5032.0,9.774797750848564e-05,1453.0,
849,煮,12.0,1565.0,junior high,N1,"{'老': 'http:////jisho.org/search/%E8%80%81%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji', '杰': 'http:////jisho.org/search/%E6%9D%B0%20%23kanji'}",{'火 (灬)': 'fire'},{'シャ': 'http:////jisho.org/search/%E7%85%AE%20%E3%81%97%E3%82%83'},"{'に.る': 'http:////jisho.org/search/%E7%85%AE%20%E3%81%AB%E3%82%8B', '-に': 'http:////jisho.org/search/%E7%85%AE%20%E3%81%AB', 'に.える': 'http:////jisho.org/search/%E7%85%AE%20%E3%81%AB%E3%81%88%E3%82%8B', 'に.やす': 'http:////jisho.org/search/%E7%85%AE%20%E3%81%AB%E3%82%84%E3%81%99'}","['煮沸  【シャフツ】  boiling up', '煮沸器  【シャフツキ】  scalder']","['煮る  【にる】  to boil, to simmer, to stew, to seethe', '煮るなり焼くなり  【にるなりやくなり】  as you please, in any way you like, as you wish', '煮える  【にえる】  to be boiled, to be cooked', '煮やす  【にやす】  to cook inside']","['boil', 'cook']",49.0,1105.0,0.00011044581528302217,1119.0,13462.0,1.7158563260704558e-05,2065.0,106.0,1.0272757209973413e-05,1999.0,5053.0,9.815590825722933e-05,1448.0,
850,遮,14.0,1865.0,junior high,N1,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', '込': 'http:////jisho.org/search/%E8%BE%BC%20%23kanji', '广': 'http:////jisho.org/search/%E5%B9%BF%20%23kanji', '杰': 'http:////jisho.org/search/%E6%9D%B0%20%23kanji'}","{'辵 (辶, ⻌, ⻍)': 'walk'}",{'シャ': 'http:////jisho.org/search/%E9%81%AE%20%E3%81%97%E3%82%83'},{'さえぎ.る': 'http:////jisho.org/search/%E9%81%AE%20%E3%81%95%E3%81%88%E3%81%8E%E3%82%8B'},"['遮断機  【シャダンキ】  railway crossing gate', '遮断器  【シャダンキ】  circuit breaker', ""間遮  【アイシャ】  piece placed to block opponent's check, interposed piece""]","[""遮る  【さえぎる】  to interrupt, to obstruct (a view, someone's way, etc.), to block (light, wind, etc.), to intercept, to cut off""]","['intercept', 'interrupt', 'obstruct']",57.0,59.0,5.897106879364984e-06,2408.0,12193.0,1.5541105470046853e-05,2132.0,219.0,2.1223904047020543e-05,1753.0,2172.0,4.219169458434635e-05,2067.0,
851,謝,17.0,1028.0,grade 5,N1,"{'寸': 'http:////jisho.org/search/%E5%AF%B8%20%23kanji', '言': 'http:////jisho.org/search/%E8%A8%80%20%23kanji', '身': 'http:////jisho.org/search/%E8%BA%AB%20%23kanji'}",{'言 (訁)': 'speech'},{'シャ': 'http:////jisho.org/search/%E8%AC%9D%20%E3%81%97%E3%82%83'},{'あやま.る': 'http:////jisho.org/search/%E8%AC%9D%20%E3%81%82%E3%82%84%E3%81%BE%E3%82%8B'},"['謝罪  【シャザイ】  apology', '謝意  【シャイ】  gratitude, thanks', '慰謝  【イシャ】  consolation', '代謝  【タイシャ】  metabolism, renewal, regeneration, replacing the old with the new']","['謝る  【あやまる】  to apologize, to apologise']","['apologize', 'thank', 'refuse']",13.0,4045.0,0.000404301649610701,528.0,61905.0,7.890364423220294e-05,1313.0,2425.0,0.00023501354937910873,802.0,6543.0,0.0001270995661442809,1277.0,
852,邪,8.0,1612.0,junior high,N1,"{'邦': 'http:////jisho.org/search/%E9%82%A6%20%23kanji', '牙': 'http:////jisho.org/search/%E7%89%99%20%23kanji'}",{'牙': 'fang'},{'ジャ': 'http:////jisho.org/search/%E9%82%AA%20%E3%81%98%E3%82%83'},{'よこし.ま': 'http:////jisho.org/search/%E9%82%AA%20%E3%82%88%E3%81%93%E3%81%97%E3%81%BE'},"[""邪魔  【ジャマ】  hindrance, obstacle, nuisance, to visit (somebody's home), demon who hinders Buddhist training, demon who obstructs sentient beings from maintaining moral behaviour"", '邪険  【ジャケン】  cruelty, hard-heartedness', '妖邪  【ヨウジャ】  evil intent, malice', '破邪  【ハジャ】  (sense of) crushing evil']","['邪  【よこしま】  wicked, evil', '邪まな心  【よこしまなこころ】  evil heart']","['wicked', 'injustice', 'wrong']",50.0,3681.0,0.0003679194986939408,558.0,32860.0,4.188310717179854e-05,1627.0,201.0,1.9479473577402412e-05,1783.0,9839.0,0.000191125268423289,991.0,
853,蛇,11.0,1721.0,junior high,N1,"{'匕': 'http:////jisho.org/search/%E5%8C%95%20%23kanji', '宀': 'http:////jisho.org/search/%E5%AE%80%20%23kanji', '虫': 'http:////jisho.org/search/%E8%99%AB%20%23kanji'}",{'虫': 'insect'},"{'ジャ': 'http:////jisho.org/search/%E8%9B%87%20%E3%81%98%E3%82%83', 'ダ': 'http:////jisho.org/search/%E8%9B%87%20%E3%81%A0', 'イ': 'http:////jisho.org/search/%E8%9B%87%20%E3%81%84', 'ヤ': 'http:////jisho.org/search/%E8%9B%87%20%E3%82%84'}",{'へび': 'http:////jisho.org/search/%E8%9B%87%20%E3%81%B8%E3%81%B3'},"['蛇  【ヘビ】  snake, serpent, large snake', '蛇口  【ジャグチ】  faucet, tap', '王蛇  【オウジャ】  boa', '長蛇  【チョウダ】  long snake, long line (of people, etc.)', '蛇行  【ダコウ】  meandering, snaking, zigzagging', '蛇蠍  【ダカツ】  serpent (snake) and scorpion, detestation', '游蛇  【ユウダ】  water snake', '長蛇  【チョウダ】  long snake, long line (of people, etc.)']","['蛇  【へび】  snake, serpent, large snake', '蛇穴に入る  【へびあなにいる】  snake hibernation', '裸蛇  【はだかへび】  caecilian (any burrowing legless amphibian of the order Gymnophiona)', '錦蛇  【にしきへび】  python, rock snake']","['snake', 'serpent', 'hard drinker']",48.0,263.0,2.6287103546999843e-05,1767.0,27499.0,3.5050017167294216e-05,1697.0,80.0,7.753024309413896e-06,2079.0,7401.0,0.00014376645102152268,1192.0,
854,尺,4.0,1940.0,grade 6,N1,"{'丶': 'http:////jisho.org/search/%E4%B8%B6%20%23kanji', '尸': 'http:////jisho.org/search/%E5%B0%B8%20%23kanji'}",{'尸': 'corpse'},,{'シャク': 'http:////jisho.org/search/%E5%B0%BA%20%E3%81%97%E3%82%83%E3%81%8F'},"['尺  【シャク】  shaku (unit of distance approximately equal to 30.3 cm), rule, measure, scale, length', '尺度  【シャクド】  gauge, standard, measure, criterion, index, length, size, (measuring) rule, scale', '大尺  【ダイシャク】  large shaku (approx. 35.6cm)', '対数尺  【タイスウシャク】  log rule']",,"['shaku', 'Japanese foot', 'measure', 'scale', 'rule']",47.0,100.0,9.995096405703363e-06,2185.0,20789.0,2.649750197792209e-05,1841.0,44.0,4.264163370177643e-06,2255.0,8437.0,0.0001638910346262109,1101.0,
855,借,10.0,932.0,grade 4,N4,"{'二': 'http:////jisho.org/search/%E4%BA%8C%20%23kanji', '化': 'http:////jisho.org/search/%E5%8C%96%20%23kanji', '廾': 'http:////jisho.org/search/%E5%BB%BE%20%23kanji', '日': 'http:////jisho.org/search/%E6%97%A5%20%23kanji'}","{'人 (亻)': 'man, human'}",{'シャク': 'http:////jisho.org/search/%E5%80%9F%20%E3%81%97%E3%82%83%E3%81%8F'},{'か.りる': 'http:////jisho.org/search/%E5%80%9F%20%E3%81%8B%E3%82%8A%E3%82%8B'},"['借家  【シャクヤ】  house for rent, rented house, renting a house', '借地  【シャクチ】  leased land', '賃借  【チンシャク】  hiring, renting, leasing', '賃貸借  【チンタイシャク】  renting, leasing']","['借りる  【かりる】  to borrow, to have a loan, to rent, to hire']","['borrow', 'rent']",18.0,1636.0,0.00016351977719730702,949.0,46734.0,5.956680251268512e-05,1447.0,960.0,9.303629171296677e-05,1167.0,11342.0,0.00022032145486908667,899.0,15
856,酌,10.0,2271.0,junior high,N1,"{'丶': 'http:////jisho.org/search/%E4%B8%B6%20%23kanji', '勹': 'http:////jisho.org/search/%E5%8B%B9%20%23kanji', '酉': 'http:////jisho.org/search/%E9%85%89%20%23kanji'}","{'酉': 'wine, alcohol'}",{'シャク': 'http:////jisho.org/search/%E9%85%8C%20%E3%81%97%E3%82%83%E3%81%8F'},{'く.む': 'http:////jisho.org/search/%E9%85%8C%20%E3%81%8F%E3%82%80'},"['酌  【シャク】  pouring alcohol, person pouring alcohol', '酌婦  【シャクフ】  barmaid, waitress', '晩酌  【バンシャク】  drink at home with the evening meal, dinner-time drink', '媒酌  【バイシャク】  matchmaking']","['酌む  【くむ】  to pour (sake), to serve, to drink together']","['bar-tending', 'serving sake', 'the host', 'draw (water)', 'ladle', 'scoop', 'pump']",58.0,173.0,1.7291516781866816e-05,1970.0,1896.0,2.4166272427793684e-06,3195.0,47.0,4.554901781780664e-06,2236.0,2654.0,5.155467653170129e-05,1901.0,
857,釈,11.0,1097.0,junior high,N1,"{'丶': 'http:////jisho.org/search/%E4%B8%B6%20%23kanji', '尸': 'http:////jisho.org/search/%E5%B0%B8%20%23kanji', '米': 'http:////jisho.org/search/%E7%B1%B3%20%23kanji', '釆': 'http:////jisho.org/search/%E9%87%86%20%23kanji'}","{'釆': 'divide, distinguish, choose'}","{'シャク': 'http:////jisho.org/search/%E9%87%88%20%E3%81%97%E3%82%83%E3%81%8F', 'セキ': 'http:////jisho.org/search/%E9%87%88%20%E3%81%9B%E3%81%8D'}","{'とく': 'http:////jisho.org/search/%E9%87%88%20%E3%81%A8%E3%81%8F', 'す.てる': 'http:////jisho.org/search/%E9%87%88%20%E3%81%99%E3%81%A6%E3%82%8B', 'ゆる.す': 'http:////jisho.org/search/%E9%87%88%20%E3%82%86%E3%82%8B%E3%81%99'}","['釈明  【シャクメイ】  explanation, vindication', '釈放  【シャクホウ】  release, liberation, acquittal', '保釈  【ホシャク】  bail, releasing on bail', '講釈  【コウシャク】  lecture, exposition', ""釈然  【シャクゼン】  fully satisfied, well satisfied (e.g. with an explanation or apology), to have one's heart completely cleared of doubt or grudge""]",,['explanation'],51.0,347.0,3.468298452779067e-05,1657.0,134205.0,0.00017105667674958074,959.0,1203.0,0.00011658610305281148,1081.0,8280.0,0.00016084126664750816,1114.0,
858,爵,17.0,,junior high,N1,"{'寸': 'http:////jisho.org/search/%E5%AF%B8%20%23kanji', '爪': 'http:////jisho.org/search/%E7%88%AA%20%23kanji', '買': 'http:////jisho.org/search/%E8%B2%B7%20%23kanji', '艮': 'http:////jisho.org/search/%E8%89%AE%20%23kanji'}",{'爪 (爫)': 'claw'},,{'シャク': 'http:////jisho.org/search/%E7%88%B5%20%E3%81%97%E3%82%83%E3%81%8F'},"['爵  【シャク】  jue (ancient 3-legged Chinese wine pitcher, usu. made of bronze), peerage (hereditary title bestowed by the emperor)', '爵位  【シャクイ】  peerage, court rank', '伯爵  【ハクシャク】  count, earl', '侯爵  【コウシャク】  marquis, marquess']",,"['baron', 'peerage', 'court rank']",,251.0,2.508769197831544e-05,1786.0,92519.0,0.00011792401681155293,1115.0,32.0,3.101209723765559e-06,2350.0,5469.0,0.00010623682213710413,1391.0,
859,若,8.0,458.0,grade 6,N3,"{'一': 'http:////jisho.org/search/%E4%B8%80%20%23kanji', 'ノ': 'http:////jisho.org/search/%E3%83%8E%20%23kanji', '口': 'http:////jisho.org/search/%E5%8F%A3%20%23kanji', '艾': 'http:////jisho.org/search/%E8%89%BE%20%23kanji'}",{'艸 (艹)': 'grass'},"{'ジャク': 'http:////jisho.org/search/%E8%8B%A5%20%E3%81%98%E3%82%83%E3%81%8F', 'ニャク': 'http:////jisho.org/search/%E8%8B%A5%20%E3%81%AB%E3%82%83%E3%81%8F', 'ニャ': 'http:////jisho.org/search/%E8%8B%A5%20%E3%81%AB%E3%82%83'}","{'わか.い': 'http:////jisho.org/search/%E8%8B%A5%20%E3%82%8F%E3%81%8B%E3%81%84', 'わか-': 'http:////jisho.org/search/%E8%8B%A5%20%E3%82%8F%E3%81%8B', 'も.しくわ': 'http:////jisho.org/search/%E8%8B%A5%20%E3%82%82%E3%81%97%E3%81%8F%E3%82%8F', 'も.し': 'http:////jisho.org/search/%E8%8B%A5%20%E3%82%82%E3%81%97', 'も.しくは': 'http:////jisho.org/search/%E8%8B%A5%20%E3%82%82%E3%81%97%E3%81%8F%E3%81%AF', 'ごと.し': 'http:////jisho.org/search/%E8%8B%A5%20%E3%81%94%E3%81%A8%E3%81%97'}","['若年  【ジャクネン】  youth', '若僧  【ニャクソウ】  young monk, boy monk', '老若  【ロウニャク】  young and old, all ages', '瞠若  【ドウジャク】  being dumbfounded', '若僧  【ニャクソウ】  young monk, boy monk', '若道  【ニャクドウ】  homosexuality, pederasty', '老若  【ロウニャク】  young and old, all ages', '若僧  【ニャクソウ】  young monk, boy monk', '若道  【ニャクドウ】  homosexuality, pederasty', ""般若  【ハンニャ】  prajna, wisdom required to attain enlightenment, noh mask of a grinning, horned demoness (represents a woman's rage and jealousy), family crest designed after the Hannya noh mask, dreadful face (esp. of a woman driven mad by jealousy), terrifying facial expression"", '阿蘭若  【アランニャ】  isolated place, hermitage']","['若い  【わかい】  young, youthful, immature, green, low (number), small', ""若い頃  【わかいころ】  one's youth, early life, one's early days, one's early years"", '若し  【もし】  if, in case, supposing', '若しかしたら  【もしかしたら】  perhaps, maybe, perchance, by some chance, by any chance', '若しくは  【もしくは】  or, otherwise', '如し  【ごとし】  like, as if, the same as']","['young', 'if', 'perhaps', 'possibly', 'low number', 'immature']",19.0,4020.0,0.0004018028755092752,534.0,258226.0,0.00032913290421621573,669.0,3068.0,0.0002973284822660229,712.0,57168.0,0.0011105040497227958,196.0,21
860,弱,10.0,958.0,grade 2,N2,"{'冫': 'http:////jisho.org/search/%E5%86%AB%20%23kanji', '弓': 'http:////jisho.org/search/%E5%BC%93%20%23kanji'}",{'弓': 'bow'},{'ジャク': 'http:////jisho.org/search/%E5%BC%B1%20%E3%81%98%E3%82%83%E3%81%8F'},"{'よわ.い': 'http:////jisho.org/search/%E5%BC%B1%20%E3%82%88%E3%82%8F%E3%81%84', 'よわ.る': 'http:////jisho.org/search/%E5%BC%B1%20%E3%82%88%E3%82%8F%E3%82%8B', 'よわ.まる': 'http:////jisho.org/search/%E5%BC%B1%20%E3%82%88%E3%82%8F%E3%81%BE%E3%82%8B', 'よわ.める': 'http:////jisho.org/search/%E5%BC%B1%20%E3%82%88%E3%82%8F%E3%82%81%E3%82%8B'}","['弱  【ジャク】  little less than, slightly fewer than, just under, weakness, the weak', '弱者  【ジャクシャ】  weak person, the weak, vulnerable person, disadvantaged person', '精神薄弱  【セイシンハクジャク】  mental retardation, mentally retarded', '薄弱  【ハクジャク】  feebleness, weakness, weak']","['弱い  【よわい】  weak, frail, delicate, tender, unskilled, weak (wine)', '弱い経済  【よわいけいざい】  weak economy', ""弱る  【よわる】  to weaken, to grow weak, to wane, to decline (of one's health), to be downcast, to be dejected, to be dispirited, to be troubled, to be at a loss, to be perplexed, to be annoyed"", '弱まる  【よわまる】  to abate, to weaken, to be emaciated, to be dejected, to be perplexed', '弱める  【よわめる】  to weaken']","['weak', 'frail']",7.0,2430.0,0.0002428808426585917,752.0,85887.0,0.00010947091983153564,1152.0,1230.0,0.00011920274875723865,1071.0,17480.0,0.00033955378514473946,663.0,
861,寂,11.0,1599.0,junior high,N1,"{'卜': 'http:////jisho.org/search/%E5%8D%9C%20%23kanji', '又': 'http:////jisho.org/search/%E5%8F%88%20%23kanji', '宀': 'http:////jisho.org/search/%E5%AE%80%20%23kanji', '小': 'http:////jisho.org/search/%E5%B0%8F%20%23kanji'}",{'宀': 'roof'},"{'ジャク': 'http:////jisho.org/search/%E5%AF%82%20%E3%81%98%E3%82%83%E3%81%8F', 'セキ': 'http:////jisho.org/search/%E5%AF%82%20%E3%81%9B%E3%81%8D'}","{'さび': 'http:////jisho.org/search/%E5%AF%82%20%E3%81%95%E3%81%B3', 'さび.しい': 'http:////jisho.org/search/%E5%AF%82%20%E3%81%95%E3%81%B3%E3%81%97%E3%81%84', 'さび.れる': 'http:////jisho.org/search/%E5%AF%82%20%E3%81%95%E3%81%B3%E3%82%8C%E3%82%8B', 'さみ.しい': 'http:////jisho.org/search/%E5%AF%82%20%E3%81%95%E3%81%BF%E3%81%97%E3%81%84'}","['寂  【ジャク】  (entering into) nirvana, died, silent, tranquil', '寂然  【セキゼン】  lonely, desolate, forlornness, desolation', '和敬清寂  【ワケイセイジャク】  harmony, respect, purity and tranquility, the four most important elements of the tea ceremony', '空寂  【クウジャク】  complete emptiness (i.e. as a denial of the inherent existence of all things), nirvana (where this emptiness is realized), quiet and lonely', '寂  【ジャク】  (entering into) nirvana, died, silent, tranquil', '寂然  【セキゼン】  lonely, desolate, forlornness, desolation', '闃寂  【ゲキセキ】  silent and still, desolate', '寂々  【セキセキ】  sad, lonesome, desolate']","['寂  【さび】  patina, antique look, elegant simplicity, well-trained voice', '寂しい  【さびしい】  lonely, lonesome, solitary, desolate', '侘と寂  【わびとさび】  taste for the simple and quiet, wabi and sabi', '寂々  【せきせき】  sad, lonesome, desolate', '寂しい  【さびしい】  lonely, lonesome, solitary, desolate', '寂れる  【さびれる】  to decline (in prosperity), to become deserted, to become desolate, to taper off (of a sound)', '寂しい  【さびしい】  lonely, lonesome, solitary, desolate']","['loneliness', 'quietly', 'mellow', 'mature', 'death of a priest']",56.0,2239.0,0.00022379020852369828,789.0,9356.0,1.1925086752871185e-05,2272.0,214.0,2.073934002768217e-05,1760.0,10088.0,0.00019596216158696404,974.0,
